"country","date","daily_vaccinations","daily_vaccinations_per_million"
"Albania","2021-01-11",64,22
"Albania","2021-01-12",64,22
"Albania","2021-01-13",63,22
"Albania","2021-01-14",66,23
"Albania","2021-01-15",62,22
"Albania","2021-01-16",62,22
"Albania","2021-01-17",58,20
"Albania","2021-01-18",55,19
"Albania","2021-01-19",51,18
"Albania","2021-01-20",47,16
"Albania","2021-01-21",40,14
"Albania","2021-01-22",34,12
"Albania","2021-01-23",26,9
"Albania","2021-01-24",21,7
"Albania","2021-01-25",15,5
"Albania","2021-01-26",9,3
"Albania","2021-01-27",4,1
"Albania","2021-02-03",12,4
"Albania","2021-02-04",24,8
"Albania","2021-02-05",35,12
"Albania","2021-02-06",47,16
"Albania","2021-02-07",59,21
"Albania","2021-02-08",71,25
"Albania","2021-02-09",82,28
"Algeria","2021-01-30",30,1
"Andorra","2021-01-26",66,854
"Andorra","2021-01-27",66,854
"Andorra","2021-01-28",66,854
"Andorra","2021-01-29",66,854
"Andorra","2021-01-30",66,854
"Andorra","2021-01-31",66,854
"Andorra","2021-02-01",66,854
"Andorra","2021-02-02",60,777
"Andorra","2021-02-03",55,712
"Andorra","2021-02-04",50,647
"Andorra","2021-02-05",44,569
"Andorra","2021-02-06",39,505
"Andorra","2021-02-07",34,440
"Andorra","2021-02-08",28,362
"Andorra","2021-02-09",28,362
"Andorra","2021-02-10",28,362
"Anguilla","2021-02-05",149,9932
"Anguilla","2021-02-06",149,9932
"Anguilla","2021-02-07",149,9932
"Anguilla","2021-02-08",149,9932
"Anguilla","2021-02-09",149,9932
"Anguilla","2021-02-10",149,9932
"Anguilla","2021-02-11",149,9932
"Anguilla","2021-02-12",149,9932
"Anguilla","2021-02-13",149,9932
"Argentina","2020-12-30",15656,346
"Argentina","2020-12-31",15656,346
"Argentina","2021-01-01",11070,245
"Argentina","2021-01-02",8776,194
"Argentina","2021-01-03",7400,164
"Argentina","2021-01-04",6483,143
"Argentina","2021-01-05",7984,177
"Argentina","2021-01-06",8173,181
"Argentina","2021-01-07",8363,185
"Argentina","2021-01-08",10519,233
"Argentina","2021-01-09",11942,264
"Argentina","2021-01-10",13365,296
"Argentina","2021-01-11",14788,327
"Argentina","2021-01-12",14056,311
"Argentina","2021-01-13",13323,295
"Argentina","2021-01-14",13320,295
"Argentina","2021-01-15",13317,295
"Argentina","2021-01-16",12971,287
"Argentina","2021-01-17",12624,279
"Argentina","2021-01-18",12278,272
"Argentina","2021-01-19",11932,264
"Argentina","2021-01-20",11586,256
"Argentina","2021-01-21",11704,259
"Argentina","2021-01-22",11263,249
"Argentina","2021-01-23",11124,246
"Argentina","2021-01-24",10342,229
"Argentina","2021-01-25",9046,200
"Argentina","2021-01-26",9626,213
"Argentina","2021-01-27",10014,222
"Argentina","2021-01-28",8896,197
"Argentina","2021-01-29",9205,204
"Argentina","2021-01-30",11189,248
"Argentina","2021-01-31",11299,250
"Argentina","2021-02-01",11924,264
"Argentina","2021-02-02",11475,254
"Argentina","2021-02-03",11218,248
"Argentina","2021-02-04",16574,367
"Argentina","2021-02-05",16238,359
"Argentina","2021-02-06",15000,332
"Argentina","2021-02-07",18576,411
"Argentina","2021-02-08",19390,429
"Argentina","2021-02-09",18139,401
"Argentina","2021-02-10",19820,439
"Argentina","2021-02-11",18416,407
"Argentina","2021-02-12",19133,423
"Argentina","2021-02-13",19266,426
"Austria","2021-01-14",6457,717
"Austria","2021-01-15",9243,1026
"Austria","2021-01-16",9134,1014
"Austria","2021-01-17",8678,964
"Austria","2021-01-18",9673,1074
"Austria","2021-01-19",10876,1208
"Austria","2021-01-20",15156,1683
"Austria","2021-01-21",15108,1677
"Austria","2021-01-22",13746,1526
"Austria","2021-01-23",13233,1469
"Austria","2021-01-24",12773,1418
"Austria","2021-01-25",12601,1399
"Austria","2021-01-26",12888,1431
"Austria","2021-01-27",9199,1021
"Austria","2021-01-28",6464,718
"Austria","2021-01-29",6455,717
"Austria","2021-01-30",7421,824
"Austria","2021-01-31",7625,847
"Austria","2021-02-01",7232,803
"Austria","2021-02-02",7665,851
"Austria","2021-02-03",8708,967
"Austria","2021-02-04",9141,1015
"Austria","2021-02-05",9793,1087
"Austria","2021-02-06",9133,1014
"Austria","2021-02-07",9309,1034
"Austria","2021-02-08",10056,1117
"Austria","2021-02-09",9995,1110
"Austria","2021-02-10",11025,1224
"Austria","2021-02-11",11570,1285
"Austria","2021-02-12",12569,1396
"Austria","2021-02-13",11548,1282
"Azerbaijan","2021-01-18",3250,321
"Azerbaijan","2021-01-19",3250,321
"Azerbaijan","2021-01-20",3250,321
"Azerbaijan","2021-01-21",3250,321
"Azerbaijan","2021-01-22",3250,321
"Azerbaijan","2021-01-23",3250,321
"Azerbaijan","2021-01-24",3250,321
"Azerbaijan","2021-01-25",3250,321
"Azerbaijan","2021-01-26",3250,321
"Azerbaijan","2021-01-27",3250,321
"Azerbaijan","2021-01-28",3250,321
"Azerbaijan","2021-01-29",3250,321
"Azerbaijan","2021-01-30",3250,321
"Azerbaijan","2021-01-31",3250,321
"Azerbaijan","2021-02-01",3250,321
"Azerbaijan","2021-02-02",3250,321
"Azerbaijan","2021-02-03",3250,321
"Azerbaijan","2021-02-04",3250,321
"Azerbaijan","2021-02-05",3250,321
"Azerbaijan","2021-02-06",3250,321
"Bahrain","2020-12-24",11106,6527
"Bahrain","2020-12-25",5789,3402
"Bahrain","2020-12-26",4197,2467
"Bahrain","2020-12-27",3662,2152
"Bahrain","2020-12-28",3210,1886
"Bahrain","2020-12-29",2846,1673
"Bahrain","2020-12-30",2622,1541
"Bahrain","2020-12-31",1225,720
"Bahrain","2021-01-01",1258,739
"Bahrain","2021-01-02",1220,717
"Bahrain","2021-01-03",1011,594
"Bahrain","2021-01-04",943,554
"Bahrain","2021-01-05",1122,659
"Bahrain","2021-01-06",1594,937
"Bahrain","2021-01-07",1942,1141
"Bahrain","2021-01-08",2706,1590
"Bahrain","2021-01-09",3437,2020
"Bahrain","2021-01-10",4080,2398
"Bahrain","2021-01-11",4427,2602
"Bahrain","2021-01-12",4840,2844
"Bahrain","2021-01-13",4699,2762
"Bahrain","2021-01-14",5332,3134
"Bahrain","2021-01-15",6361,3738
"Bahrain","2021-01-16",7572,4450
"Bahrain","2021-01-17",7473,4392
"Bahrain","2021-01-18",7176,4217
"Bahrain","2021-01-19",6546,3847
"Bahrain","2021-01-20",6110,3591
"Bahrain","2021-01-21",5457,3207
"Bahrain","2021-01-22",4084,2400
"Bahrain","2021-01-23",2555,1502
"Bahrain","2021-01-24",2445,1437
"Bahrain","2021-01-25",2784,1636
"Bahrain","2021-01-26",3194,1877
"Bahrain","2021-01-27",3372,1982
"Bahrain","2021-01-28",3096,1819
"Bahrain","2021-01-29",2629,1545
"Bahrain","2021-01-30",2199,1292
"Bahrain","2021-01-31",1841,1082
"Bahrain","2021-02-01",1514,890
"Bahrain","2021-02-02",1160,682
"Bahrain","2021-02-03",1052,618
"Bahrain","2021-02-04",1113,654
"Bahrain","2021-02-05",1391,817
"Bahrain","2021-02-06",1730,1017
"Bahrain","2021-02-07",2834,1666
"Bahrain","2021-02-08",4029,2368
"Bahrain","2021-02-09",5552,3263
"Bahrain","2021-02-10",6357,3736
"Bahrain","2021-02-11",6812,4003
"Bahrain","2021-02-12",7570,4449
"Bahrain","2021-02-13",8531,5014
"Bangladesh","2021-01-27",26,0
"Bangladesh","2021-01-28",284,2
"Bangladesh","2021-01-29",1209,7
"Bangladesh","2021-01-30",1671,10
"Bangladesh","2021-01-31",1949,12
"Bangladesh","2021-02-01",2134,13
"Bangladesh","2021-02-02",2266,14
"Bangladesh","2021-02-03",2700,16
"Bangladesh","2021-02-04",3059,19
"Bangladesh","2021-02-05",3059,19
"Bangladesh","2021-02-06",3059,19
"Bangladesh","2021-02-07",3059,19
"Bangladesh","2021-02-08",13205,80
"Bangladesh","2021-02-09",23351,142
"Bangladesh","2021-02-10",45549,277
"Bangladesh","2021-02-11",64108,389
"Bangladesh","2021-02-12",82667,502
"Bangladesh","2021-02-13",101226,615
"Belgium","2020-12-29",1,0
"Belgium","2020-12-30",240,21
"Belgium","2020-12-31",163,14
"Belgium","2021-01-01",124,11
"Belgium","2021-01-02",99,9
"Belgium","2021-01-03",83,7
"Belgium","2021-01-04",71,6
"Belgium","2021-01-05",296,26
"Belgium","2021-01-06",780,67
"Belgium","2021-01-07",1939,167
"Belgium","2021-01-08",3245,280
"Belgium","2021-01-09",3701,319
"Belgium","2021-01-10",3757,324
"Belgium","2021-01-11",4536,391
"Belgium","2021-01-12",6515,562
"Belgium","2021-01-13",8908,769
"Belgium","2021-01-14",10973,947
"Belgium","2021-01-15",12919,1115
"Belgium","2021-01-16",13181,1137
"Belgium","2021-01-17",13582,1172
"Belgium","2021-01-18",14317,1235
"Belgium","2021-01-19",14800,1277
"Belgium","2021-01-20",14774,1275
"Belgium","2021-01-21",15773,1361
"Belgium","2021-01-22",16648,1436
"Belgium","2021-01-23",17054,1471
"Belgium","2021-01-24",16860,1455
"Belgium","2021-01-25",16890,1457
"Belgium","2021-01-26",15842,1367
"Belgium","2021-01-27",15192,1311
"Belgium","2021-01-28",14072,1214
"Belgium","2021-01-29",12675,1094
"Belgium","2021-01-30",12182,1051
"Belgium","2021-01-31",12046,1039
"Belgium","2021-02-01",11517,994
"Belgium","2021-02-02",13011,1123
"Belgium","2021-02-03",14661,1265
"Belgium","2021-02-04",15923,1374
"Belgium","2021-02-05",17163,1481
"Belgium","2021-02-06",17397,1501
"Belgium","2021-02-07",17686,1526
"Belgium","2021-02-08",17922,1546
"Belgium","2021-02-09",18201,1570
"Belgium","2021-02-10",17239,1487
"Belgium","2021-02-11",16475,1422
"Belgium","2021-02-12",14752,1273
"Bermuda","2021-01-11",278,4464
"Bermuda","2021-01-12",278,4464
"Bermuda","2021-01-13",278,4464
"Bermuda","2021-01-14",278,4464
"Bermuda","2021-01-15",278,4464
"Bermuda","2021-01-16",278,4464
"Bermuda","2021-01-17",264,4239
"Bermuda","2021-01-18",250,4015
"Bermuda","2021-01-19",236,3790
"Bermuda","2021-01-20",222,3565
"Bermuda","2021-01-21",209,3356
"Bermuda","2021-01-22",195,3131
"Bermuda","2021-01-23",181,2907
"Bermuda","2021-01-24",195,3131
"Bermuda","2021-01-25",209,3356
"Bermuda","2021-01-26",224,3597
"Bermuda","2021-01-27",238,3822
"Bermuda","2021-01-28",252,4047
"Bermuda","2021-01-29",266,4272
"Bermuda","2021-01-30",281,4512
"Bermuda","2021-01-31",326,5235
"Bermuda","2021-02-01",372,5974
"Bermuda","2021-02-02",417,6696
"Bermuda","2021-02-03",463,7435
"Bermuda","2021-02-04",509,8174
"Bermuda","2021-02-05",554,8896
"Bermuda","2021-02-06",600,9635
"Bermuda","2021-02-07",557,8944
"Bermuda","2021-02-08",515,8270
"Bermuda","2021-02-09",472,7580
"Bolivia","2021-01-29",12,1
"Bolivia","2021-01-30",20,2
"Bolivia","2021-01-31",22,2
"Bolivia","2021-02-01",142,12
"Bolivia","2021-02-02",319,27
"Bolivia","2021-02-03",593,51
"Bolivia","2021-02-04",627,54
"Bolivia","2021-02-05",743,64
"Bolivia","2021-02-06",857,73
"Bolivia","2021-02-07",971,83
"Bolivia","2021-02-08",1017,87
"Bolivia","2021-02-09",989,85
"Bolivia","2021-02-10",826,71
"Bolivia","2021-02-11",826,71
"Brazil","2021-01-17",112,1
"Brazil","2021-01-18",554,3
"Brazil","2021-01-19",3823,18
"Brazil","2021-01-20",7136,34
"Brazil","2021-01-21",27304,128
"Brazil","2021-01-22",40980,193
"Brazil","2021-01-23",76825,361
"Brazil","2021-01-24",86373,406
"Brazil","2021-01-25",99928,470
"Brazil","2021-01-26",119630,563
"Brazil","2021-01-27",157335,740
"Brazil","2021-01-28",187769,883
"Brazil","2021-01-29",203165,956
"Brazil","2021-01-30",209348,985
"Brazil","2021-01-31",209905,988
"Brazil","2021-02-01",203386,957
"Brazil","2021-02-02",206238,970
"Brazil","2021-02-03",198831,935
"Brazil","2021-02-04",231737,1090
"Brazil","2021-02-05",200982,946
"Brazil","2021-02-06",199739,940
"Brazil","2021-02-07",211375,994
"Brazil","2021-02-08",211604,996
"Brazil","2021-02-09",218237,1027
"Brazil","2021-02-10",228375,1074
"Brazil","2021-02-11",190540,896
"Brazil","2021-02-12",231604,1090
"Brazil","2021-02-13",246260,1159
"Bulgaria","2020-12-30",2889,416
"Bulgaria","2020-12-31",1477,213
"Bulgaria","2021-01-01",1007,145
"Bulgaria","2021-01-02",799,115
"Bulgaria","2021-01-03",675,97
"Bulgaria","2021-01-04",592,85
"Bulgaria","2021-01-05",533,77
"Bulgaria","2021-01-06",472,68
"Bulgaria","2021-01-07",920,132
"Bulgaria","2021-01-08",1231,177
"Bulgaria","2021-01-09",1222,176
"Bulgaria","2021-01-10",1246,179
"Bulgaria","2021-01-11",1270,183
"Bulgaria","2021-01-12",1476,212
"Bulgaria","2021-01-13",1304,188
"Bulgaria","2021-01-14",938,135
"Bulgaria","2021-01-15",682,98
"Bulgaria","2021-01-16",694,100
"Bulgaria","2021-01-17",662,95
"Bulgaria","2021-01-18",782,113
"Bulgaria","2021-01-19",921,133
"Bulgaria","2021-01-20",1013,146
"Bulgaria","2021-01-21",1081,156
"Bulgaria","2021-01-22",1139,164
"Bulgaria","2021-01-23",1112,160
"Bulgaria","2021-01-24",1099,158
"Bulgaria","2021-01-25",1023,147
"Bulgaria","2021-01-26",985,142
"Bulgaria","2021-01-27",1256,181
"Bulgaria","2021-01-28",1769,255
"Bulgaria","2021-01-29",2101,302
"Bulgaria","2021-01-30",2129,306
"Bulgaria","2021-01-31",2140,308
"Bulgaria","2021-02-01",2262,326
"Bulgaria","2021-02-02",2399,345
"Bulgaria","2021-02-03",2458,354
"Bulgaria","2021-02-04",2341,337
"Bulgaria","2021-02-05",2294,330
"Bulgaria","2021-02-06",2285,329
"Bulgaria","2021-02-07",2273,327
"Bulgaria","2021-02-08",2322,334
"Bulgaria","2021-02-09",2359,340
"Bulgaria","2021-02-10",2291,330
"Bulgaria","2021-02-11",2443,352
"Bulgaria","2021-02-12",2548,367
"Bulgaria","2021-02-13",2615,376
"Cambodia","2021-02-10",1492,89
"Canada","2021-01-13",4282,113
"Canada","2021-01-14",7285,193
"Canada","2021-01-15",10736,284
"Canada","2021-01-16",14575,386
"Canada","2021-01-17",18415,488
"Canada","2021-01-18",22255,590
"Canada","2021-01-19",27529,729
"Canada","2021-01-20",28179,747
"Canada","2021-01-21",56525,1498
"Canada","2021-01-22",58593,1552
"Canada","2021-01-23",57133,1514
"Canada","2021-01-24",55673,1475
"Canada","2021-01-25",54213,1436
"Canada","2021-01-26",52466,1390
"Canada","2021-01-27",57828,1532
"Canada","2021-01-28",29173,773
"Canada","2021-01-29",26423,700
"Canada","2021-01-30",25822,684
"Canada","2021-01-31",25221,668
"Canada","2021-02-01",24619,652
"Canada","2021-02-02",22705,602
"Canada","2021-02-03",15531,412
"Canada","2021-02-04",14915,395
"Canada","2021-02-05",14976,397
"Canada","2021-02-06",15805,419
"Canada","2021-02-07",16634,441
"Canada","2021-02-08",17463,463
"Canada","2021-02-09",19046,505
"Canada","2021-02-10",22105,586
"Canada","2021-02-11",24474,648
"Canada","2021-02-12",25624,679
"Cayman Islands","2020-12-27",275,4184
"Cayman Islands","2020-12-28",275,4184
"Cayman Islands","2020-12-29",275,4184
"Cayman Islands","2020-12-30",275,4184
"Cayman Islands","2020-12-31",275,4184
"Cayman Islands","2021-01-01",275,4184
"Cayman Islands","2021-01-02",275,4184
"Cayman Islands","2021-01-03",275,4184
"Cayman Islands","2021-01-04",275,4184
"Cayman Islands","2021-01-05",275,4184
"Cayman Islands","2021-01-06",275,4184
"Cayman Islands","2021-01-07",275,4184
"Cayman Islands","2021-01-08",275,4184
"Cayman Islands","2021-01-09",275,4184
"Cayman Islands","2021-01-10",275,4184
"Cayman Islands","2021-01-11",275,4184
"Cayman Islands","2021-01-12",275,4184
"Cayman Islands","2021-01-13",275,4184
"Cayman Islands","2021-01-14",275,4184
"Cayman Islands","2021-01-15",275,4184
"Cayman Islands","2021-01-16",275,4184
"Cayman Islands","2021-01-17",275,4184
"Cayman Islands","2021-01-18",275,4184
"Cayman Islands","2021-01-19",275,4184
"Cayman Islands","2021-01-20",275,4184
"Cayman Islands","2021-01-21",275,4184
"Cayman Islands","2021-01-22",275,4184
"Cayman Islands","2021-01-23",275,4184
"Cayman Islands","2021-01-24",275,4184
"Cayman Islands","2021-01-25",275,4184
"Cayman Islands","2021-01-26",275,4184
"Cayman Islands","2021-01-27",275,4184
"Cayman Islands","2021-01-28",275,4184
"Cayman Islands","2021-01-29",275,4184
"Cayman Islands","2021-01-30",275,4184
"Cayman Islands","2021-01-31",275,4184
"Cayman Islands","2021-02-01",275,4184
"Cayman Islands","2021-02-02",275,4184
"Cayman Islands","2021-02-03",275,4184
"Cayman Islands","2021-02-04",275,4184
"Cayman Islands","2021-02-05",310,4717
"Cayman Islands","2021-02-06",345,5250
"Cayman Islands","2021-02-07",380,5782
"Cayman Islands","2021-02-08",415,6315
"Cayman Islands","2021-02-09",450,6847
"Cayman Islands","2021-02-10",479,7288
"Cayman Islands","2021-02-11",544,8278
"Cayman Islands","2021-02-12",574,8734
"Chile","2020-12-25",4779,250
"Chile","2020-12-26",3960,207
"Chile","2020-12-27",2743,143
"Chile","2020-12-28",2058,108
"Chile","2020-12-29",1646,86
"Chile","2020-12-30",1372,72
"Chile","2020-12-31",1176,62
"Chile","2021-01-01",493,26
"Chile","2021-01-02",44,2
"Chile","2021-01-04",58,3
"Chile","2021-01-05",264,14
"Chile","2021-01-06",293,15
"Chile","2021-01-07",293,15
"Chile","2021-01-08",293,15
"Chile","2021-01-09",293,15
"Chile","2021-01-10",293,15
"Chile","2021-01-11",235,12
"Chile","2021-01-12",29,2
"Chile","2021-01-13",147,8
"Chile","2021-01-14",1135,59
"Chile","2021-01-15",1625,85
"Chile","2021-01-16",1638,86
"Chile","2021-01-17",1638,86
"Chile","2021-01-18",3215,168
"Chile","2021-01-19",5973,312
"Chile","2021-01-20",7147,374
"Chile","2021-01-21",6596,345
"Chile","2021-01-22",6165,323
"Chile","2021-01-23",6152,322
"Chile","2021-01-24",6152,322
"Chile","2021-01-25",4777,250
"Chile","2021-01-26",2107,110
"Chile","2021-01-27",791,41
"Chile","2021-01-28",354,19
"Chile","2021-01-29",296,15
"Chile","2021-01-30",296,15
"Chile","2021-01-31",296,15
"Chile","2021-02-01",94,5
"Chile","2021-02-02",1871,98
"Chile","2021-02-03",26073,1364
"Chile","2021-02-04",51083,2672
"Chile","2021-02-05",75141,3931
"Chile","2021-02-06",79048,4135
"Chile","2021-02-07",80266,4199
"Chile","2021-02-08",113221,5923
"Chile","2021-02-09",148228,7754
"Chile","2021-02-10",163417,8549
"Chile","2021-02-11",174015,9103
"Chile","2021-02-12",181742,9507
"Chile","2021-02-13",181591,9499
"China","2020-12-16",187500,130
"China","2020-12-17",187500,130
"China","2020-12-18",187500,130
"China","2020-12-19",187500,130
"China","2020-12-20",187500,130
"China","2020-12-21",187500,130
"China","2020-12-22",187500,130
"China","2020-12-23",187500,130
"China","2020-12-24",187500,130
"China","2020-12-25",187500,130
"China","2020-12-26",187500,130
"China","2020-12-27",187500,130
"China","2020-12-28",187500,130
"China","2020-12-29",187500,130
"China","2020-12-30",187500,130
"China","2020-12-31",187500,130
"China","2021-01-01",232143,161
"China","2021-01-02",276786,192
"China","2021-01-03",321429,223
"China","2021-01-04",366071,254
"China","2021-01-05",410714,285
"China","2021-01-06",455357,316
"China","2021-01-07",5e+05,347
"China","2021-01-08",5e+05,347
"China","2021-01-09",5e+05,347
"China","2021-01-10",464286,323
"China","2021-01-11",428571,298
"China","2021-01-12",392857,273
"China","2021-01-13",357143,248
"China","2021-01-14",387755,269
"China","2021-01-15",418367,291
"China","2021-01-16",448980,312
"China","2021-01-17",515306,358
"China","2021-01-18",581633,404
"China","2021-01-19",647959,450
"China","2021-01-20",714286,496
"China","2021-01-21",770755,535
"China","2021-01-22",827224,575
"China","2021-01-23",883694,614
"China","2021-01-24",940163,653
"China","2021-01-25",996633,692
"China","2021-01-26",1053102,732
"China","2021-01-27",1109571,771
"China","2021-01-28",995097,691
"China","2021-01-29",880622,612
"China","2021-01-30",766148,532
"China","2021-01-31",651673,453
"China","2021-02-01",836020,581
"China","2021-02-02",1020367,709
"China","2021-02-03",1204714,837
"China","2021-02-04",1382583,961
"China","2021-02-05",1560452,1084
"China","2021-02-06",1738321,1208
"China","2021-02-07",1916190,1331
"China","2021-02-08",1795238,1247
"China","2021-02-09",1674286,1163
"Costa Rica","2020-12-25",240,47
"Costa Rica","2020-12-26",240,47
"Costa Rica","2020-12-27",240,47
"Costa Rica","2020-12-28",240,47
"Costa Rica","2020-12-29",240,47
"Costa Rica","2020-12-30",240,47
"Costa Rica","2020-12-31",240,47
"Costa Rica","2021-01-01",240,47
"Costa Rica","2021-01-02",240,47
"Costa Rica","2021-01-03",240,47
"Costa Rica","2021-01-04",414,81
"Costa Rica","2021-01-05",588,115
"Costa Rica","2021-01-06",763,150
"Costa Rica","2021-01-07",937,184
"Costa Rica","2021-01-08",1111,218
"Costa Rica","2021-01-09",1385,272
"Costa Rica","2021-01-10",1659,326
"Costa Rica","2021-01-11",1759,345
"Costa Rica","2021-01-12",1859,365
"Costa Rica","2021-01-13",1959,385
"Costa Rica","2021-01-14",2058,404
"Costa Rica","2021-01-15",2158,424
"Costa Rica","2021-01-16",2066,406
"Costa Rica","2021-01-17",1973,387
"Costa Rica","2021-01-18",1880,369
"Costa Rica","2021-01-19",1955,384
"Costa Rica","2021-01-20",2029,398
"Costa Rica","2021-01-21",2103,413
"Costa Rica","2021-01-22",2177,427
"Costa Rica","2021-01-23",2344,460
"Costa Rica","2021-01-24",2510,493
"Costa Rica","2021-01-25",2677,526
"Costa Rica","2021-01-26",2490,489
"Costa Rica","2021-01-27",2303,452
"Costa Rica","2021-01-28",2116,415
"Costa Rica","2021-01-29",1929,379
"Costa Rica","2021-01-30",1742,342
"Costa Rica","2021-01-31",1555,305
"Costa Rica","2021-02-01",1368,269
"Costa Rica","2021-02-02",1528,300
"Costa Rica","2021-02-03",1688,331
"Costa Rica","2021-02-04",1848,363
"Costa Rica","2021-02-05",2007,394
"Costa Rica","2021-02-06",2167,425
"Costa Rica","2021-02-07",2327,457
"Costa Rica","2021-02-08",2487,488
"Croatia","2020-12-31",1105,269
"Croatia","2021-01-01",1105,269
"Croatia","2021-01-02",1105,269
"Croatia","2021-01-03",1105,269
"Croatia","2021-01-04",1036,252
"Croatia","2021-01-05",989,241
"Croatia","2021-01-06",1334,325
"Croatia","2021-01-07",1662,405
"Croatia","2021-01-08",2130,519
"Croatia","2021-01-09",2689,655
"Croatia","2021-01-10",2693,656
"Croatia","2021-01-11",2748,669
"Croatia","2021-01-12",2802,683
"Croatia","2021-01-13",2479,604
"Croatia","2021-01-14",2485,605
"Croatia","2021-01-15",2364,576
"Croatia","2021-01-16",2272,553
"Croatia","2021-01-17",2510,611
"Croatia","2021-01-18",2747,669
"Croatia","2021-01-19",2984,727
"Croatia","2021-01-20",3329,811
"Croatia","2021-01-21",3343,814
"Croatia","2021-01-22",3346,815
"Croatia","2021-01-23",2960,721
"Croatia","2021-01-24",2800,682
"Croatia","2021-01-25",2640,643
"Croatia","2021-01-26",2598,633
"Croatia","2021-01-27",2448,596
"Croatia","2021-01-28",2299,560
"Croatia","2021-01-29",2150,524
"Croatia","2021-01-30",2097,511
"Croatia","2021-01-31",2045,498
"Croatia","2021-02-01",1992,485
"Croatia","2021-02-02",1920,468
"Croatia","2021-02-03",1848,450
"Croatia","2021-02-04",2573,627
"Croatia","2021-02-05",2406,586
"Croatia","2021-02-06",2411,587
"Croatia","2021-02-07",2415,588
"Croatia","2021-02-08",2420,589
"Croatia","2021-02-09",2326,567
"Croatia","2021-02-10",2794,681
"Croatia","2021-02-11",2467,601
"Cyprus","2021-01-07",534,610
"Cyprus","2021-01-08",534,610
"Cyprus","2021-01-09",534,610
"Cyprus","2021-01-10",534,610
"Cyprus","2021-01-11",594,678
"Cyprus","2021-01-12",635,725
"Cyprus","2021-01-13",664,758
"Cyprus","2021-01-14",708,808
"Cyprus","2021-01-15",751,857
"Cyprus","2021-01-16",821,937
"Cyprus","2021-01-17",891,1017
"Cyprus","2021-01-18",917,1047
"Cyprus","2021-01-19",943,1077
"Cyprus","2021-01-20",969,1106
"Cyprus","2021-01-21",996,1137
"Cyprus","2021-01-22",1022,1167
"Cyprus","2021-01-23",1035,1182
"Cyprus","2021-01-24",1048,1196
"Cyprus","2021-01-25",1061,1211
"Cyprus","2021-01-26",1074,1226
"Cyprus","2021-01-27",1087,1241
"Cyprus","2021-01-28",1100,1256
"Cyprus","2021-01-29",1113,1271
"Cyprus","2021-01-30",1110,1267
"Cyprus","2021-01-31",1108,1265
"Cyprus","2021-02-01",1105,1262
"Cyprus","2021-02-02",1103,1259
"Cyprus","2021-02-03",1100,1256
"Cyprus","2021-02-04",1098,1254
"Cyprus","2021-02-05",1096,1251
"Cyprus","2021-02-06",1483,1693
"Cyprus","2021-02-07",1870,2135
"Cyprus","2021-02-08",2257,2577
"Cyprus","2021-02-09",2644,3019
"Cyprus","2021-02-10",3032,3462
"Cyprus","2021-02-11",3419,3903
"Czechia","2020-12-28",2283,213
"Czechia","2020-12-29",2872,268
"Czechia","2020-12-30",3070,287
"Czechia","2020-12-31",2630,246
"Czechia","2021-01-01",2156,201
"Czechia","2021-01-02",2006,187
"Czechia","2021-01-03",1850,173
"Czechia","2021-01-04",2034,190
"Czechia","2021-01-05",2184,204
"Czechia","2021-01-06",2518,235
"Czechia","2021-01-07",3465,324
"Czechia","2021-01-08",4847,453
"Czechia","2021-01-09",4953,463
"Czechia","2021-01-10",5067,473
"Czechia","2021-01-11",5952,556
"Czechia","2021-01-12",7218,674
"Czechia","2021-01-13",8313,776
"Czechia","2021-01-14",9333,872
"Czechia","2021-01-15",9888,923
"Czechia","2021-01-16",10077,941
"Czechia","2021-01-17",10271,959
"Czechia","2021-01-18",10900,1018
"Czechia","2021-01-19",11124,1039
"Czechia","2021-01-20",11449,1069
"Czechia","2021-01-21",11707,1093
"Czechia","2021-01-22",11948,1116
"Czechia","2021-01-23",12022,1123
"Czechia","2021-01-24",12021,1123
"Czechia","2021-01-25",11763,1098
"Czechia","2021-01-26",11658,1089
"Czechia","2021-01-27",11298,1055
"Czechia","2021-01-28",10750,1004
"Czechia","2021-01-29",10496,980
"Czechia","2021-01-30",10202,953
"Czechia","2021-01-31",10024,936
"Czechia","2021-02-01",9889,923
"Czechia","2021-02-02",9859,921
"Czechia","2021-02-03",10120,945
"Czechia","2021-02-04",10744,1003
"Czechia","2021-02-05",11026,1030
"Czechia","2021-02-06",11219,1048
"Czechia","2021-02-07",11407,1065
"Czechia","2021-02-08",11887,1110
"Czechia","2021-02-09",12219,1141
"Czechia","2021-02-10",12622,1179
"Czechia","2021-02-11",13081,1221
"Czechia","2021-02-12",13467,1258
"Czechia","2021-02-13",13566,1267
"Denmark","2020-12-28",1987,343
"Denmark","2020-12-29",5474,945
"Denmark","2020-12-30",7475,1291
"Denmark","2020-12-31",7155,1235
"Denmark","2021-01-01",6193,1069
"Denmark","2021-01-02",6643,1147
"Denmark","2021-01-03",6555,1132
"Denmark","2021-01-04",6614,1142
"Denmark","2021-01-05",7269,1255
"Denmark","2021-01-06",8462,1461
"Denmark","2021-01-07",10084,1741
"Denmark","2021-01-08",10965,1893
"Denmark","2021-01-09",9966,1721
"Denmark","2021-01-10",9221,1592
"Denmark","2021-01-11",8972,1549
"Denmark","2021-01-12",7103,1226
"Denmark","2021-01-13",6089,1051
